Time;"S(0l)";"S(l/2)";"S(0l)An";"S(l/2)An";
2,65768e-05;0;0;0;0;
2,65859e-05;0;0;0;0;
2,6595e-05;0;0;0;0;
2,66041e-05;0;0;0;0;
2,66132e-05;0;0;0;0;
2,66224e-05;0;0;0;0;
2,66315e-05;0;0;0;0;
2,66406e-05;0;0;0;0;
2,66497e-05;0;0;0;0;
2,66588e-05;0;0;0;0;
2,66679e-05;0;0;0;0;
2,6677e-05;0;0;0;0;
2,66862e-05;0;0;0;0;
2,66953e-05;0;0;0;0;
2,67044e-05;0;0;0;0;
2,67135e-05;0;0;0;0;
2,67226e-05;0;0;0;0;
2,67317e-05;0;0;0;0;
2,67408e-05;0;0;0;0;
2,675e-05;0;0;0;0;
2,67591e-05;0;0;0;0;
2,67682e-05;0;0;0;0;
2,67773e-05;0;0;0;0;
2,67864e-05;0;0;0;0;
2,67955e-05;0;0;0;0;
2,68046e-05;0;0;0;0;
2,68138e-05;0;0;0;0;
2,68229e-05;0;0;0;0;
2,6832e-05;0;0;0;0;
2,68411e-05;0;0;0;0;
2,68502e-05;0;0;0;0;
2,68593e-05;0;0;0;0;
2,68684e-05;0;0;0;0;
2,68775e-05;0;0;0;0;
2,68867e-05;0;0;0;0;
2,68958e-05;0;0;0;0;
2,69049e-05;0;0;0;0;
2,6914e-05;0;0;0;0;
2,69231e-05;0;0;0;0;
2,69322e-05;0;0;0;0;
2,69413e-05;0;0;0;0;
2,69505e-05;0;0;0;0;
2,69596e-05;0;0;0;0;
2,69687e-05;0;0;0;0;
2,69778e-05;0;0;0;0;
2,69869e-05;0;0;0;0;
2,6996e-05;0;0;0;0;
2,70051e-05;0;0;0;0;
2,70143e-05;0;0;0;0;
2,70234e-05;0;0;0;0;
2,70325e-05;0;0;0;0;
2,70416e-05;0;0;0;0;
2,70507e-05;0;0;0;0;
2,70598e-05;0;0;0;0;
2,70689e-05;0;0;0;0;
2,70781e-05;0;0;0;0;
2,70872e-05;0;0;0;0;
2,70963e-05;0;0;0;0;
2,71054e-05;0;0;0;0;
2,71145e-05;0;0;0;0;
2,71236e-05;0;0;0;0;
2,71327e-05;0;0;0;0;
2,71419e-05;0;0;0;0;
2,7151e-05;0;0;0;0;
2,71601e-05;0;0;0;0;
2,71692e-05;0;0;0;0;
2,71783e-05;0;0;0;0;
2,71874e-05;0;0;0;0;
2,71965e-05;0;0;0;0;
2,72057e-05;0;0;0;0;
2,72148e-05;0;0;0;0;
2,72239e-05;0;0;0;0;
2,7233e-05;0;0;0;0;
2,72421e-05;0;0;0;0;
2,72512e-05;0;0;0;0;
2,72603e-05;0;0;0;0;
2,72695e-05;0;0;0;0;
2,72786e-05;0;0;0;0;
2,72877e-05;0;0;0;0;
2,72968e-05;0;0;0;0;
2,73059e-05;0;0;0;0;
2,7315e-05;0;0;0;0;
2,73241e-05;0;0;0;0;
2,73333e-05;0;0;0;0;
2,73424e-05;0;0;0;0;
2,73515e-05;0;0;0;0;
2,73606e-05;0;0;0;0;
2,73697e-05;0;0;0;0;
2,73788e-05;0;0;0;0;
2,73879e-05;0;0;0;0;
2,73971e-05;0;0;0;0;
2,74062e-05;0;0;0;0;
2,74153e-05;0;0;0;0;
2,74244e-05;0;0;0;0;
2,74335e-05;0;0;0;0;
2,74426e-05;0;0;0;0;
2,74517e-05;0;0;0;0;
2,74609e-05;0;0;0;0;
2,747e-05;0;0;0;0;
2,74791e-05;0;0;0;0;
2,74882e-05;0;0;0;0;
2,74973e-05;0;0;0;0;
2,75064e-05;0;0;0;0;
2,75155e-05;0;0;0;0;
2,75247e-05;0;0;0;0;
2,75338e-05;0;0;0;0;
2,75429e-05;0;0;0;0;
2,7552e-05;0;0;0;0;
2,75611e-05;0;0;0;0;
2,75702e-05;0;0;0;0;
2,75793e-05;0;0;0;0;
2,75885e-05;0;0;0;0;
2,75976e-05;0;0;0;0;
2,76067e-05;0;0;0;0;
2,76158e-05;0;0;0;0;
2,76249e-05;0;0;0;0;
2,7634e-05;0;0;0;0;
2,76431e-05;0;0;0;0;
2,76523e-05;0;0;0;0;
2,76614e-05;0;0;0;0;
2,76705e-05;0;0;0;0;
2,76796e-05;0;0;0;0;
2,76887e-05;0;0;0;0;
2,76978e-05;0;0;0;0;
2,77069e-05;0;0;0;0;
2,7716e-05;0;0;0;0;
2,77252e-05;0;0;0;0;
2,77343e-05;0;0;0;0;
2,77434e-05;0;0;0;0;
2,77525e-05;0;0;0;0;
2,77616e-05;0;0;0;0;
2,77707e-05;0;0;0;0;
2,77798e-05;0;0;0;0;
2,7789e-05;0;0;0;0;
2,77981e-05;0;0;0;0;
2,78072e-05;0;0;0;0;
2,78163e-05;0;0;0;0;
2,78254e-05;0;0;0;0;
2,78345e-05;0;0;0;0;
2,78436e-05;0;0;0;0;
2,78528e-05;0;0;0;0;
2,78619e-05;0;0;0;0;
2,7871e-05;0;0;0;0;
2,78801e-05;0;0;0;0;
2,78892e-05;0;0;0;0;
2,78983e-05;0;0;0;0;
2,79074e-05;0;0;0;0;
2,79166e-05;0;0;0;0;
2,79257e-05;0;0;0;0;
2,79348e-05;0;0;0;0;
2,79439e-05;0;0;0;0;
2,7953e-05;0;0;0;0;
2,79621e-05;0;0;0;0;
2,79712e-05;0;0;0;0;
2,79804e-05;0;0;0;0;
2,79895e-05;0;0;0;0;
2,79986e-05;0;0;0;0;
2,80077e-05;0;0;0;0;
2,80168e-05;0;0;0;0;
2,80259e-05;0;0;0;0;
2,8035e-05;0;0;0;0;
2,80442e-05;0;0;0;0;
2,80533e-05;0;0;0;0;
2,80624e-05;0;0;0;0;
2,80715e-05;0;0;0;0;
2,80806e-05;0;0;0;0;
2,80897e-05;0;0;0;0;
2,80988e-05;0;0;0;0;
2,8108e-05;0;0;0;0;
2,81171e-05;0;0;0;0;
2,81262e-05;0;0;0;0;
2,81353e-05;0;0;0;0;
2,81444e-05;0;0;0;0;
2,81535e-05;0;0;0;0;
2,81626e-05;0;0;0;0;
2,81718e-05;0;0;0;0;
2,81809e-05;0;0;0;0;
2,819e-05;0;0;0;0;
2,81991e-05;0;0;0;0;
2,82082e-05;0;0;0;0;
2,82173e-05;0;0;0;0;
2,82264e-05;0;0;0;0;
2,82356e-05;0;0;0;0;
2,82447e-05;0;0;0;0;
2,82538e-05;0;0;0;0;
2,82629e-05;0;0;0;0;
2,8272e-05;0;0;0;0;
2,82811e-05;0;0;0;0;
2,82902e-05;0;0;0;0;
2,82994e-05;0;0;0;0;
2,83085e-05;0;0;0;0;
2,83176e-05;0;0;0;0;
2,83267e-05;0;0;0;0;
2,83358e-05;0;0;0;0;
2,83449e-05;0;0;0;0;
2,8354e-05;0;0;0;0;
2,83632e-05;0;0;0;0;
2,83723e-05;0;0;0;0;
2,83814e-05;0;0;0;0;
2,83905e-05;0;0;0;0;
2,83996e-05;0;0;0;0;
2,84087e-05;0;0;0;0;
2,84178e-05;0;0;0;0;
2,8427e-05;0;0;0;0;
2,84361e-05;0;0;0;0;
2,84452e-05;0;0;0;0;
2,84543e-05;0;0;0;0;
2,84634e-05;0;0;0;0;
2,84725e-05;0;0;0;0;
2,84816e-05;0;0;0;0;
2,84907e-05;0;0;0;0;
2,84999e-05;0;0;0;0;
2,8509e-05;0;0;0;0;
2,85181e-05;0;0;0;0;
2,85272e-05;0;0;0;0;
2,85363e-05;0;0;0;0;
2,85454e-05;0;0;0;0;
2,85545e-05;0;0;0;0;
2,85637e-05;0;0;0;0;
2,85728e-05;0;0;0;0;
2,85819e-05;0;0;0;0;
2,8591e-05;0;0;0;0;
2,86001e-05;0;0;0;0;
2,86092e-05;0;0;0;0;
2,86183e-05;0;0;0;0;
2,86275e-05;0;0;0;0;
2,86366e-05;0;0;0;0;
2,86457e-05;0;0;0;0;
2,86548e-05;0;0;0;0;
2,86639e-05;0;0;0;0;
2,8673e-05;0;0;0;0;
2,86821e-05;0;0;0;0;
2,86913e-05;0;0;0;0;
2,87004e-05;0;0;0;0;
2,87095e-05;0;0;0;0;
2,87186e-05;0;0;0;0;
2,87277e-05;0;0;0;0;
2,87368e-05;0;0;0;0;
2,87459e-05;0;0;0;0;
2,87551e-05;0;0;0;0;
2,87642e-05;0;0;0;0;
2,87733e-05;0;0;0;0;
2,87824e-05;0;0;0;0;
2,87915e-05;0;0;0;0;
2,88006e-05;0;0;0;0;
2,88097e-05;0;0;0;0;
2,88189e-05;0;0;0;0;
2,8828e-05;0;0;0;0;
2,88371e-05;0;0;0;0;
2,88462e-05;0;0;0;0;
2,88553e-05;0;0;0;0;
2,88644e-05;0;0;0;0;
2,88735e-05;0;0;0;0;
2,88827e-05;0;0;0;0;
2,88918e-05;0;0;0;0;
2,89009e-05;0;0;0;0;
2,891e-05;0;0;0;0;
2,89191e-05;0;0;0;0;
2,89282e-05;0;0;0;0;
2,89373e-05;0;0;0;0;
2,89465e-05;0;0;0;0;
2,89556e-05;0;0;0;0;
2,89647e-05;0;0;0;0;
2,89738e-05;0;0;0;0;
2,89829e-05;0;0;0;0;
2,8992e-05;0;0;0;0;
2,90011e-05;0;0;0;0;
2,90103e-05;0;0;0;0;
2,90194e-05;0;0;0;0;
2,90285e-05;0;0;0;0;
2,90376e-05;0;0;0;0;
2,90467e-05;0;0;0;0;
2,90558e-05;0;0;0;0;
2,90649e-05;0;0;0;0;
2,90741e-05;0;0;0;0;
2,90832e-05;0;0;0;0;
2,90923e-05;0;0;0;0;
2,91014e-05;0;0;0;0;
2,91105e-05;0;0;0;0;
2,91196e-05;0;0;0;0;
2,91287e-05;0;0;0;0;
2,91379e-05;0;0;0;0;
2,9147e-05;0;0;0;0;
2,91561e-05;0;0;0;0;
2,91652e-05;0;0;0;0;
2,91743e-05;0;0;0;0;
2,91834e-05;0;0;0;0;
2,91925e-05;0;0;0;0;
2,92017e-05;0;0;0;0;
2,92108e-05;0;0;0;0;
2,92199e-05;0;0;0;0;
2,9229e-05;0;0;0;0;
2,92381e-05;0;0;0;0;
2,92472e-05;0;0;0;0;
2,92563e-05;0;0;0;0;
2,92655e-05;0;0;0;0;
2,92746e-05;0;0;0;0;
2,92837e-05;0;0;0;0;
2,92928e-05;0;0;0;0;
2,93019e-05;0;0;0;0;
2,9311e-05;0;0;0;0;
2,93201e-05;0;0;0;0;
2,93292e-05;0;0;0;0;
2,93384e-05;0;0;0;0;
2,93475e-05;0;0;0;0;
2,93566e-05;0;0;0;0;
2,93657e-05;0;0;0;0;
2,93748e-05;0;0;0;0;
2,93839e-05;0;0;0;0;
2,9393e-05;0;0;0;0;
2,94022e-05;0;0;0;0;
2,94113e-05;0;0;0;0;
2,94204e-05;0;0;0;0;
2,94295e-05;0;0;0;0;
2,94386e-05;0;0;0;0;
2,94477e-05;0;0;0;0;
2,94568e-05;0;0;0;0;
2,9466e-05;0;0;0;0;
2,94751e-05;0;0;0;0;
2,94842e-05;0;0;0;0;
2,94933e-05;0;0;0;0;
2,95024e-05;0;0;0;0;
2,95115e-05;0;0;0;0;
2,95206e-05;0;0;0;0;
2,95298e-05;0;0;0;0;
2,95389e-05;0;0;0;0;
2,9548e-05;0;0;0;0;
2,95571e-05;0;0;0;0;
2,95662e-05;0;0;0;0;
2,95753e-05;0;0;0;0;
2,95844e-05;0;0;0;0;
2,95936e-05;0;0;0;0;
2,96027e-05;0;0;0;0;
2,96118e-05;0;0;0;0;
2,96209e-05;0;0;0;0;
2,963e-05;0;0;0;0;
2,96391e-05;0;0;0;0;
2,96482e-05;0;0;0;0;
2,96574e-05;0;0;0;0;
2,96665e-05;0;0;0;0;
2,96756e-05;0;0;0;0;
2,96847e-05;0;0;0;0;
2,96938e-05;0;0;0;0;
2,97029e-05;0;0;0;0;
2,9712e-05;0;0;0;0;
2,97212e-05;0;0;0;0;
2,97303e-05;0;0;0;0;
2,97394e-05;0;0;0;0;
2,97485e-05;0;0;0;0;
2,97576e-05;0;0;0;0;
2,97667e-05;0;0;0;0;
2,97758e-05;0;0;0;0;
2,9785e-05;0;0;0;0;
2,97941e-05;0;0;0;0;
2,98032e-05;0;0;0;0;
2,98123e-05;0;0;0;0;
2,98214e-05;0;0;0;0;
2,98305e-05;0;0;0;0;
2,98396e-05;0;0;0;0;
2,98488e-05;0;0;0;0;
2,98579e-05;0;0;0;0;
2,9867e-05;0;0;0;0;
2,98761e-05;0;0;0;0;
2,98852e-05;0;0;0;0;
2,98943e-05;0;0;0;0;
2,99034e-05;0;0;0;0;
2,99126e-05;0;0;0;0;
2,99217e-05;0;0;0;0;
2,99308e-05;0;0;0;0;
2,99399e-05;0;0;0;0;
2,9949e-05;0;0;0;0;
2,99581e-05;0;0;0;0;
2,99672e-05;0;0;0;0;
2,99764e-05;0;0;0;0;
2,99855e-05;0;0;0;0;
2,99946e-05;0;0;0;0;
3,00037e-05;0;0;0;0;
3,00128e-05;0;0;0;0;
3,00219e-05;0;0;0;0;
3,0031e-05;0;0;0;0;
3,00402e-05;0;0;0;0;
3,00493e-05;0;0;0;0;
3,00584e-05;0;0;0;0;
3,00675e-05;0;0;0;0;
3,00766e-05;0;0;0;0;
3,00857e-05;0;0;0;0;
3,00948e-05;0;0;0;0;
3,01039e-05;0;0;0;0;
3,01131e-05;0;0;0;0;
3,01222e-05;0;0;0;0;
3,01313e-05;0;0;0;0;
3,01404e-05;0;0;0;0;
3,01495e-05;0;0;0;0;
3,01586e-05;0;0;0;0;
3,01677e-05;0;0;0;0;
3,01769e-05;0;0;0;0;
3,0186e-05;0;0;0;0;
3,01951e-05;0;0;0;0;
3,02042e-05;0;0;0;0;
3,02133e-05;0;0;0;0;
3,02224e-05;0;0;0;0;
3,02315e-05;0;0;0;0;
3,02407e-05;0;0;0;0;
3,02498e-05;0;0;0;0;
3,02589e-05;0;0;0;0;
3,0268e-05;0;0;0;0;
3,02771e-05;0;0;0;0;
3,02862e-05;0;0;0;0;
3,02953e-05;0;0;0;0;
3,03045e-05;0;0;0;0;
3,03136e-05;0;0;0;0;
3,03227e-05;0;0;0;0;
3,03318e-05;0;0;0;0;
3,03409e-05;0;0;0;0;
3,035e-05;0;0;0;0;
3,03591e-05;0;0;0;0;
3,03683e-05;0;0;0;0;
3,03774e-05;0;0;0;0;
3,03865e-05;0;0;0;0;
3,03956e-05;0;0;0;0;
3,04047e-05;0;0;0;0;
3,04138e-05;0;0;0;0;
3,04229e-05;0;0;0;0;
3,04321e-05;0;0;0;0;
3,04412e-05;0;0;0;0;
3,04503e-05;0;0;0;0;
3,04594e-05;0;0;0;0;
3,04685e-05;0;0;0;0;
3,04776e-05;0;0;0;0;
3,04867e-05;0;0;0;0;
3,04959e-05;0;0;0;0;
3,0505e-05;0;0;0;0;
3,05141e-05;0;0;0;0;
3,05232e-05;0;0;0;0;
3,05323e-05;0;0;0;0;
3,05414e-05;0;0;0;0;
3,05505e-05;0;0;0;0;
3,05597e-05;0;0;0;0;
3,05688e-05;0;0;0;0;
3,05779e-05;0;0;0;0;
3,0587e-05;0;0;0;0;
3,05961e-05;0;0;0;0;
3,06052e-05;0;0;0;0;
3,06143e-05;0;0;0;0;
3,06235e-05;0;0;0;0;
3,06326e-05;0;0;0;0;
3,06417e-05;0;0;0;0;
3,06508e-05;0;0;0;0;
3,06599e-05;0;0;0;0;
3,0669e-05;0;0;0;0;
3,06781e-05;0;0;0;0;
3,06873e-05;0;0;0;0;
3,06964e-05;0;0;0;0;
3,07055e-05;0;0;0;0;
3,07146e-05;0;0;0;0;
3,07237e-05;0;0;0;0;
3,07328e-05;0;0;0;0;
3,07419e-05;0;0;0;0;
3,07511e-05;0;0;0;0;
3,07602e-05;0;0;0;0;
3,07693e-05;0;0;0;0;
3,07784e-05;0;0;0;0;
3,07875e-05;0;0;0;0;
3,07966e-05;0;0;0;0;
3,08057e-05;0;0;0;0;
3,08149e-05;0;0;0;0;
3,0824e-05;0;0;0;0;
3,08331e-05;0;0;0;0;
3,08422e-05;0;0;0;0;
3,08513e-05;0;0;0;0;
3,08604e-05;0;0;0;0;
3,08695e-05;0;0;0;0;
3,08787e-05;0;0;0;0;
3,08878e-05;0;0;0;0;
3,08969e-05;0;0;0;0;
3,0906e-05;0;0;0;0;
3,09151e-05;0;0;0;0;
3,09242e-05;0;0;0;0;
3,09333e-05;0;0;0;0;
3,09424e-05;0;0;0;0;
3,09516e-05;0;0;0;0;
3,09607e-05;0;0;0;0;
3,09698e-05;0;0;0;0;
3,09789e-05;0;0;0;0;
3,0988e-05;0;0;0;0;
3,09971e-05;0;0;0;0;
3,10062e-05;0;0;0;0;
3,10154e-05;0;0;0;0;
3,10245e-05;0;0;0;0;
3,10336e-05;0;0;0;0;
3,10427e-05;0;0;0;0;
3,10518e-05;0;0;0;0;
3,10609e-05;0;0;0;0;
3,107e-05;0;0;0;0;
3,10792e-05;0;0;0;0;
3,10883e-05;0;0;0;0;
3,10974e-05;0;0;0;0;
3,11065e-05;0;0;0;0;
3,11156e-05;0;0;0;0;
3,11247e-05;0;0;0;0;
3,11338e-05;0;0;0;0;
3,1143e-05;0;0;0;0;
3,11521e-05;0;0;0;0;
3,11612e-05;0;0;0;0;
3,11703e-05;0;0;0;0;
3,11794e-05;0;0;0;0;
3,11885e-05;0;0;0;0;
3,11976e-05;0;0;0;0;
3,12068e-05;0;0;0;0;
3,12159e-05;0;0;0;0;
3,1225e-05;0;0;0;0;
3,12341e-05;0;0;0;0;
3,12432e-05;0;0;0;0;
3,12523e-05;0;0;0;0;
3,12614e-05;0;0;0;0;
3,12706e-05;0;0;0;0;
3,12797e-05;0;0;0;0;
3,12888e-05;0;0;0;0;
3,12979e-05;0;0;0;0;
3,1307e-05;0;0;0;0;
3,13161e-05;0;0;0;0;
3,13252e-05;0;0;0;0;
3,13344e-05;0;0;0;0;
3,13435e-05;0;0;0;0;
3,13526e-05;0;0;0;0;
3,13617e-05;0;0;0;0;
3,13708e-05;0;0;0;0;
3,13799e-05;0;0;0;0;
3,1389e-05;0;0;0;0;
3,13982e-05;0;0;0;0;
3,14073e-05;0;0;0;0;
3,14164e-05;0;0;0;0;
3,14255e-05;0;0;0;0;
3,14346e-05;0;0;0;0;
3,14437e-05;0;0;0;0;
3,14528e-05;0;0;0;0;
3,1462e-05;0;0;0;0;
3,14711e-05;0;0;0;0;
3,14802e-05;0;0;0;0;
3,14893e-05;0;0;0;0;
3,14984e-05;0;0;0;0;
3,15075e-05;0;0;0;0;
3,15166e-05;0;0;0;0;
3,15258e-05;0;0;0;0;
3,15349e-05;0;0;0;0;
3,1544e-05;0;0;0;0;
3,15531e-05;0;0;0;0;
3,15622e-05;0;0;0;0;
3,15713e-05;0;0;0;0;
3,15804e-05;0;0;0;0;
3,15896e-05;0;0;0;0;
3,15987e-05;0;0;0;0;
3,16078e-05;0;0;0;0;
3,16169e-05;0;0;0;0;
3,1626e-05;0;0;0;0;
3,16351e-05;0;0;0;0;
3,16442e-05;0;0;0;0;
3,16534e-05;0;0;0;0;
3,16625e-05;0;0;0;0;
3,16716e-05;0;0;0;0;
3,16807e-05;0;0;0;0;
3,16898e-05;0;0;0;0;
3,16989e-05;0;0;0;0;
3,1708e-05;0;0;0;0;
3,17171e-05;0;0;0;0;
3,17263e-05;0;0;0;0;
3,17354e-05;0;0;0;0;
3,17445e-05;0;0;0;0;
3,17536e-05;0;0;0;0;
3,17627e-05;0;0;0;0;
3,17718e-05;0;0;0;0;
3,17809e-05;0;0;0;0;
3,17901e-05;0;0;0;0;
3,17992e-05;0;0;0;0;
3,18083e-05;0;0;0;0;
3,18174e-05;0;0;0;0;
3,18265e-05;0;0;0;0;
3,18356e-05;0;0;0;0;
3,18447e-05;0;0;0;0;
3,18539e-05;0;0;0;0;
3,1863e-05;0;0;0;0;
3,18721e-05;0;0;0;0;
3,18812e-05;0;0;0;0;
3,18903e-05;0;0;0;0;
3,18994e-05;0;0;0;0;
3,19085e-05;0;0;0;0;
3,19177e-05;0;0;0;0;
3,19268e-05;0;0;0;0;
3,19359e-05;0;0;0;0;
3,1945e-05;0;0;0;0;
3,19541e-05;0;0;0;0;
3,19632e-05;0;0;0;0;
3,19723e-05;0;0;0;0;
3,19815e-05;0;0;0;0;
3,19906e-05;0;0;0;0;
3,19997e-05;0;0;0;0;
3,20088e-05;0;0;0;0;
3,20179e-05;0;0;0;0;
3,2027e-05;0;0;0;0;
3,20361e-05;0;0;0;0;
3,20453e-05;0;0;0;0;
3,20544e-05;0;0;0;0;
3,20635e-05;0;0;0;0;
3,20726e-05;0;0;0;0;
3,20817e-05;0;0;0;0;
3,20908e-05;0;0;0;0;
3,20999e-05;0;0;0;0;
3,21091e-05;0;0;0;0;
3,21182e-05;0;0;0;0;
3,21273e-05;0;0;0;0;
3,21364e-05;0;0;0;0;
3,21455e-05;0;0;0;0;
3,21546e-05;0;0;0;0;
3,21637e-05;0;0;0;0;
3,21729e-05;0;0;0;0;
3,2182e-05;0;0;0;0;
3,21911e-05;0;0;0;0;
3,22002e-05;0;0;0;0;
3,22093e-05;0;0;0;0;
3,22184e-05;0;0;0;0;
3,22275e-05;0;0;0;0;
3,22367e-05;0;0;0;0;
3,22458e-05;0;0;0;0;
3,22549e-05;0;0;0;0;
3,2264e-05;0;0;0;0;
3,22731e-05;0;0;0;0;
3,22822e-05;0;0;0;0;
3,22913e-05;0;0;0;0;
3,23005e-05;0;0;0;0;
3,23096e-05;0;0;0;0;
3,23187e-05;0;0;0;0;
3,23278e-05;0;0;0;0;
3,23369e-05;0;0;0;0;
3,2346e-05;0;0;0;0;
3,23551e-05;0;0;0;0;
3,23643e-05;0;0;0;0;
3,23734e-05;0;0;0;0;
3,23825e-05;0;0;0;0;
3,23916e-05;0;0;0;0;
3,24007e-05;0;0;0;0;
3,24098e-05;0;0;0;0;
3,24189e-05;0;0;0;0;
3,24281e-05;0;0;0;0;
3,24372e-05;0;0;0;0;
3,24463e-05;0;0;0;0;
3,24554e-05;0;0;0;0;
3,24645e-05;0;0;0;0;
3,24736e-05;0;0;0;0;
3,24827e-05;0;0;0;0;
3,24918e-05;0;0;0;0;
3,2501e-05;0;0;0;0;
3,25101e-05;0;0;0;0;
3,25192e-05;0;0;0;0;
3,25283e-05;0;0;0;0;
3,25374e-05;0;0;0;0;
3,25465e-05;0;0;0;0;
3,25556e-05;0;0;0;0;
3,25648e-05;0;0;0;0;
3,25739e-05;0;0;0;0;
3,2583e-05;0;0;0;0;
3,25921e-05;0;0;0;0;
3,26012e-05;0;0;0;0;
3,26103e-05;0;0;0;0;
3,26194e-05;0;0;0;0;
3,26286e-05;0;0;0;0;
3,26377e-05;0;0;0;0;
3,26468e-05;0;0;0;0;
3,26559e-05;0;0;0;0;
3,2665e-05;0;0;0;0;
3,26741e-05;0;0;0;0;
3,26832e-05;0;0;0;0;
3,26924e-05;0;0;0;0;
3,27015e-05;0;0;0;0;
3,27106e-05;0;0;0;0;
3,27197e-05;0;0;0;0;
3,27288e-05;0;0;0;0;
3,27379e-05;0;0;0;0;
3,2747e-05;0;0;0;0;
3,27562e-05;0;0;0;0;
3,27653e-05;0;0;0;0;
3,27744e-05;0;0;0;0;
3,27835e-05;0;0;0;0;
3,27926e-05;0;0;0;0;
3,28017e-05;0;0;0;0;
3,28108e-05;0;0;0;0;
3,282e-05;0;0;0;0;
3,28291e-05;0;0;0;0;
3,28382e-05;0;0;0;0;
3,28473e-05;0;0;0;0;
3,28564e-05;0;0;0;0;
3,28655e-05;0;0;0;0;
3,28746e-05;0;0;0;0;
3,28838e-05;0;0;0;0;
3,28929e-05;0;0;0;0;
3,2902e-05;0;0;0;0;
3,29111e-05;0;0;0;0;
3,29202e-05;0;0;0;0;
3,29293e-05;0;0;0;0;
3,29384e-05;0;0;0;0;
3,29476e-05;0;0;0;0;
3,29567e-05;0;0;0;0;
3,29658e-05;0;0;0;0;
3,29749e-05;0;0;0;0;
3,2984e-05;0;0;0;0;
3,29931e-05;0;0;0;0;
3,30022e-05;0;0;0;0;
3,30114e-05;0;0;0;0;
3,30205e-05;0;0;0;0;
3,30296e-05;0;0;0;0;
3,30387e-05;0;0;0;0;
3,30478e-05;0;0;0;0;
3,30569e-05;0;0;0;0;
3,3066e-05;0;0;0;0;
3,30752e-05;0;0;0;0;
3,30843e-05;0;0;0;0;
3,30934e-05;0;0;0;0;
3,31025e-05;0;0;0;0;
3,31116e-05;0;0;0;0;
3,31207e-05;0;0;0;0;
3,31298e-05;0;0;0;0;
3,3139e-05;0;0;0;0;
3,31481e-05;0;0;0;0;
3,31572e-05;0;0;0;0;
3,31663e-05;0;0;0;0;
3,31754e-05;0;0;0;0;
3,31845e-05;0;0;0;0;
3,31936e-05;0;0;0;0;
3,32028e-05;0;0;0;0;
3,32119e-05;0;0;0;0;
3,3221e-05;0;0;0;0;
3,32301e-05;0;0;0;0;
3,32392e-05;0;0;0;0;
3,32483e-05;0;0;0;0;
3,32574e-05;0;0;0;0;
3,32666e-05;0;0;0;0;
3,32757e-05;0;0;0;0;
3,32848e-05;0;0;0;0;
3,32939e-05;0;0;0;0;
3,3303e-05;0;0;0;0;
3,33121e-05;0;0;0;0;
3,33212e-05;0;0;0;0;
3,33303e-05;0;0;0;0;
3,33395e-05;0;0;0;0;
3,33486e-05;0;0;0;0;
3,33577e-05;0;0;0;0;
3,33668e-05;0;0;0;0;
3,33759e-05;0;0;0;0;
3,3385e-05;0;0;0;0;
3,33941e-05;0;0;0;0;
3,34033e-05;0;0;0;0;
3,34124e-05;0;0;0;0;
3,34215e-05;0;0;0;0;
3,34306e-05;0;0;0;0;
3,34397e-05;0;0;0;0;
3,34488e-05;0;0;0;0;
3,34579e-05;0;0;0;0;
3,34671e-05;0;0;0;0;
3,34762e-05;0;0;0;0;
3,34853e-05;0;0;0;0;
3,34944e-05;0;0;0;0;
3,35035e-05;0;0;0;0;
3,35126e-05;0;0;0;0;
3,35217e-05;0;0;0;0;
3,35309e-05;0;0;0;0;
3,354e-05;0;0;0;0;
3,35491e-05;0;0;0;0;
3,35582e-05;0;0;0;0;
3,35673e-05;0;0;0;0;
3,35764e-05;0;0;0;0;
3,35855e-05;0;0;0;0;
3,35947e-05;0;0;0;0;
3,36038e-05;0;0;0;0;
3,36129e-05;0;0;0;0;
3,3622e-05;0;0;0;0;
3,36311e-05;0;0;0;0;
3,36402e-05;0;0;0;0;
3,36493e-05;0;0;0;0;
3,36585e-05;0;0;0;0;
3,36676e-05;0;0;0;0;
3,36767e-05;0;0;0;0;
3,36858e-05;0;0;0;0;
3,36949e-05;0;0;0;0;
3,3704e-05;0;0;0;0;
3,37131e-05;0;0;0;0;
3,37223e-05;0;0;0;0;
3,37314e-05;0;0;0;0;
3,37405e-05;0;0;0;0;
3,37496e-05;0;0;0;0;
3,37587e-05;0;0;0;0;
3,37678e-05;0;0;0;0;
3,37769e-05;0;0;0;0;
3,37861e-05;0;0;0;0;
3,37952e-05;0;0;0;0;
3,38043e-05;0;0;0;0;
3,38134e-05;0;0;0;0;
3,38225e-05;0;0;0;0;
3,38316e-05;0;0;0;0;
3,38407e-05;0;0;0;0;
3,38499e-05;0;0;0;0;
3,3859e-05;0;0;0;0;
3,38681e-05;0;0;0;0;
3,38772e-05;0;0;0;0;
3,38863e-05;0;0;0;0;
3,38954e-05;0;0;0;0;
3,39045e-05;0;0;0;0;
3,39137e-05;0;0;0;0;
3,39228e-05;0;0;0;0;
3,39319e-05;0;0;0;0;
3,3941e-05;0;0;0;0;
3,39501e-05;0;0;0;0;
3,39592e-05;0;0;0;0;
3,39683e-05;0;0;0;0;
3,39775e-05;0;0;0;0;
3,39866e-05;0;0;0;0;
3,39957e-05;0;0;0;0;
3,40048e-05;0;0;0;0;
3,40139e-05;0;0;0;0;
3,4023e-05;0;0;0;0;
3,40321e-05;0;0;0;0;
3,40413e-05;0;0;0;0;
3,40504e-05;0;0;0;0;
