Time;"U(l)";"U(l/2)";"U(l)A";"U(l/2)A";
2,03336e-05;0,000762981;0;0,00076257;0;
2,03427e-05;0,000763323;0;0,000762912;0;
2,03518e-05;0,000763665;0;0,000763254;0;
2,0361e-05;0,000764008;0;0,000763595;0;
2,03701e-05;0,00076435;0;0,000763937;0;
2,03792e-05;0,000764692;0;0,000764279;0;
2,03883e-05;0,000765034;0;0,000764621;0;
2,03974e-05;0,000765376;0;0,000764963;0;
2,04065e-05;0,000765718;0;0,000765304;0;
2,04156e-05;0,00076606;0;0,000765646;0;
2,04248e-05;0,000766402;0;0,000765988;0;
2,04339e-05;0,000766745;0;0,00076633;0;
2,0443e-05;0,000767087;0;0,000766672;0;
2,04521e-05;0,000767429;0;0,000767013;0;
2,04612e-05;0,000767771;0;0,000767355;0;
2,04703e-05;0,000768113;0;0,000767697;0;
2,04794e-05;0,000768455;0;0,000768039;0;
2,04885e-05;0,000768797;0;0,000768381;0;
2,04977e-05;0,000769139;0;0,000768722;0;
2,05068e-05;0,000769482;0;0,000769064;0;
2,05159e-05;0,000769824;0;0,000769406;0;
2,0525e-05;0,000770166;0;0,000769748;0;
2,05341e-05;0,000770508;0;0,00077009;0;
2,05432e-05;0,00077085;0;0,000770431;0;
2,05523e-05;0,000771192;0;0,000770773;0;
2,05615e-05;0,000771534;0;0,000771115;0;
2,05706e-05;0,000771877;0;0,000771457;0;
2,05797e-05;0,000772219;0;0,000771799;0;
2,05888e-05;0,000772561;0;0,000772141;0;
2,05979e-05;0,000772903;0;0,000772482;0;
2,0607e-05;0,000773245;0;0,000772824;0;
2,06161e-05;0,000773587;0;0,000773166;0;
2,06253e-05;0,000773929;0;0,000773508;0;
2,06344e-05;0,000774271;0;0,00077385;0;
2,06435e-05;0,000774614;0;0,000774191;0;
2,06526e-05;0,000774956;0;0,000774533;0;
2,06617e-05;0,000775298;0;0,000774875;0;
2,06708e-05;0,00077564;0;0,000775217;0;
2,06799e-05;0,000775982;0;0,000775559;0;
2,06891e-05;0,000776324;0;0,0007759;0;
2,06982e-05;0,000776666;0;0,000776242;0;
2,07073e-05;0,000777008;0;0,000776584;0;
2,07164e-05;0,000777351;0;0,000776926;0;
2,07255e-05;0,000777693;0;0,000777268;0;
2,07346e-05;0,000778035;0;0,000777609;0;
2,07437e-05;0,000778377;0;0,000777951;0;
2,07529e-05;0,000778719;0;0,000778293;0;
2,0762e-05;0,000779061;0;0,000778635;0;
2,07711e-05;0,000779403;0;0,000778977;0;
2,07802e-05;0,000779746;0;0,000779318;0;
2,07893e-05;0,000780088;0;0,00077966;0;
2,07984e-05;0,00078043;0;0,000780002;0;
2,08075e-05;0,000780772;0;0,000780344;0;
2,08167e-05;0,000781114;0;0,000780686;0;
2,08258e-05;0,000781456;0;0,000781027;0;
2,08349e-05;0,000781798;0;0,000781369;0;
2,0844e-05;0,00078214;0;0,000781711;0;
2,08531e-05;0,000782483;0;0,000782053;0;
2,08622e-05;0,000782825;0;0,000782395;0;
2,08713e-05;0,000783167;0;0,000782737;0;
2,08805e-05;0,000783509;0;0,000783078;0;
2,08896e-05;0,000783851;0;0,00078342;0;
2,08987e-05;0,000784193;0;0,000783762;0;
2,09078e-05;0,000784535;0;0,000784104;0;
2,09169e-05;0,000784877;0;0,000784446;0;
2,0926e-05;0,00078522;0;0,000784787;0;
2,09351e-05;0,000785562;0;0,000785129;0;
2,09443e-05;0,000785904;0;0,000785471;0;
2,09534e-05;0,000786246;0;0,000785813;0;
2,09625e-05;0,000786588;0;0,000786155;0;
2,09716e-05;0,00078693;0;0,000786496;0;
2,09807e-05;0,000787272;0;0,000786838;0;
2,09898e-05;0,000787615;0;0,00078718;0;
2,09989e-05;0,000787957;0;0,000787522;0;
2,10081e-05;0,000788299;0;0,000787864;0;
2,10172e-05;0,000788641;0;0,000788205;0;
2,10263e-05;0,000788983;0;0,000788547;0;
2,10354e-05;0,000789325;0;0,000788889;0;
2,10445e-05;0,000789667;0;0,000789231;0;
2,10536e-05;0,000790009;0;0,000789573;0;
2,10627e-05;0,000790352;0;0,000789914;0;
2,10719e-05;0,000790694;0;0,000790256;0;
2,1081e-05;0,000791036;0;0,000790598;0;
2,10901e-05;0,000791378;0;0,00079094;0;
2,10992e-05;0,00079172;0;0,000791282;0;
2,11083e-05;0,000792062;0;0,000791623;0;
2,11174e-05;0,000792404;0;0,000791965;0;
2,11265e-05;0,000792746;0;0,000792307;0;
2,11357e-05;0,000793089;0;0,000792649;0;
2,11448e-05;0,000793431;0;0,000792991;0;
2,11539e-05;0,000793773;0;0,000793332;0;
2,1163e-05;0,000794115;0;0,000793674;0;
2,11721e-05;0,000794457;0;0,000794016;0;
2,11812e-05;0,000794799;0;0,000794358;0;
2,11903e-05;0,000795141;0;0,0007947;0;
2,11995e-05;0,000795484;0;0,000795042;0;
2,12086e-05;0,000795826;0;0,000795383;0;
2,12177e-05;0,000796168;0;0,000795725;0;
2,12268e-05;0,00079651;0;0,000796067;0;
2,12359e-05;0,000796852;0;0,000796409;0;
2,1245e-05;0,000797194;0;0,000796751;0;
2,12541e-05;0,000797536;0;0,000797092;0;
2,12632e-05;0,000797878;0;0,000797434;0;
2,12724e-05;0,000798221;0;0,000797776;0;
2,12815e-05;0,000798563;0;0,000798118;0;
2,12906e-05;0,000798905;0;0,00079846;0;
2,12997e-05;0,000799247;0;0,000798801;0;
2,13088e-05;0,000799589;0;0,000799143;0;
2,13179e-05;0,000799931;0;0,000799485;0;
2,1327e-05;0,000800273;0;0,000799827;0;
2,13362e-05;0,000800615;0;0,000800169;0;
2,13453e-05;0,000800958;0;0,00080051;0;
2,13544e-05;0,0008013;0;0,000800852;0;
2,13635e-05;0,000801642;0;0,000801194;0;
2,13726e-05;0,000801984;0;0,000801536;0;
2,13817e-05;0,000802326;0;0,000801878;0;
2,13908e-05;0,000802668;0;0,000802219;0;
2,14e-05;0,00080301;0;0,000802561;0;
2,14091e-05;0,000803353;0;0,000802903;0;
2,14182e-05;0,000803695;0;0,000803245;0;
2,14273e-05;0,000804037;0;0,000803587;0;
2,14364e-05;0,000804379;0;0,000803928;0;
2,14455e-05;0,000804721;0;0,00080427;0;
2,14546e-05;0,000805063;0;0,000804612;0;
2,14638e-05;0,000805405;0;0,000804954;0;
2,14729e-05;0,000805747;0;0,000805296;0;
2,1482e-05;0,00080609;0;0,000805638;0;
2,14911e-05;0,000806432;0;0,000805979;0;
2,15002e-05;0,000806774;0;0,000806321;0;
2,15093e-05;0,000807116;0;0,000806663;0;
2,15184e-05;0,000807458;0;0,000807005;0;
2,15276e-05;0,0008078;0;0,000807347;0;
2,15367e-05;0,000808142;0;0,000807688;0;
2,15458e-05;0,000808484;0;0,00080803;0;
2,15549e-05;0,000808827;0;0,000808372;0;
2,1564e-05;0,000809169;0;0,000808714;0;
2,15731e-05;0,000809511;0;0,000809056;0;
2,15822e-05;0,000809853;0;0,000809397;0;
2,15914e-05;0,000810195;0;0,000809739;0;
2,16005e-05;0,000810537;0;0,000810081;0;
2,16096e-05;0,000810879;0;0,000810423;0;
2,16187e-05;0,000811222;0;0,000810765;0;
2,16278e-05;0,000811564;0;0,000811106;0;
2,16369e-05;0,000811906;0;0,000811448;0;
2,1646e-05;0,000812248;0;0,00081179;0;
2,16552e-05;0,00081259;0;0,000812132;0;
2,16643e-05;0,000812932;0;0,000812474;0;
2,16734e-05;0,000813274;0;0,000812815;0;
2,16825e-05;0,000813616;0;0,000813157;0;
2,16916e-05;0,000813959;0;0,000813499;0;
2,17007e-05;0,000814301;0;0,000813841;0;
2,17098e-05;0,000814643;0;0,000814183;0;
2,1719e-05;0,000814985;0;0,000814524;0;
2,17281e-05;0,000815327;0;0,000814866;0;
2,17372e-05;0,000815669;0;0,000815208;0;
2,17463e-05;0,000816011;0;0,00081555;0;
2,17554e-05;0,000816353;0;0,000815892;0;
2,17645e-05;0,000816696;0;0,000816234;0;
2,17736e-05;0,000817038;0;0,000816575;0;
2,17828e-05;0,00081738;0;0,000816917;0;
2,17919e-05;0,000817722;0;0,000817259;0;
2,1801e-05;0,000818064;0;0,000817601;0;
2,18101e-05;0,000818406;0;0,000817943;0;
2,18192e-05;0,000818748;0;0,000818284;0;
2,18283e-05;0,000819091;0;0,000818626;0;
2,18374e-05;0,000819433;0;0,000818968;0;
2,18466e-05;0,000819775;0;0,00081931;0;
2,18557e-05;0,000820117;0;0,000819652;0;
2,18648e-05;0,000820459;0;0,000819993;0;
2,18739e-05;0,000820801;0;0,000820335;0;
2,1883e-05;0,000821143;0;0,000820677;0;
2,18921e-05;0,000821485;0;0,000821019;0;
2,19012e-05;0,000821828;0;0,000821361;0;
2,19104e-05;0,00082217;0;0,000821702;0;
2,19195e-05;0,000822512;0;0,000822044;0;
2,19286e-05;0,000822854;0;0,000822386;0;
2,19377e-05;0,000823196;0;0,000822728;0;
2,19468e-05;0,000823538;0;0,00082307;0;
2,19559e-05;0,00082388;0;0,000823411;0;
2,1965e-05;0,000824222;0;0,000823753;0;
2,19742e-05;0,000824565;0;0,000824095;0;
2,19833e-05;0,000824907;0;0,000824437;0;
2,19924e-05;0,000825249;0;0,000824779;0;
2,20015e-05;0,000825591;0;0,00082512;0;
2,20106e-05;0,000825933;0;0,000825462;0;
2,20197e-05;0,000826275;0;0,000825804;0;
2,20288e-05;0,000826617;0;0,000826146;0;
2,2038e-05;0,00082696;0;0,000826488;0;
2,20471e-05;0,000827302;0;0,00082683;0;
2,20562e-05;0,000827644;0;0,000827171;0;
2,20653e-05;0,000827986;0;0,000827513;0;
2,20744e-05;0,000828328;0;0,000827855;0;
2,20835e-05;0,00082867;0;0,000828197;0;
2,20926e-05;0,000829012;0;0,000828539;0;
2,21017e-05;0,000829354;0;0,00082888;0;
2,21109e-05;0,000829697;0;0,000829222;0;
2,212e-05;0,000830039;0;0,000829564;0;
2,21291e-05;0,000830381;0;0,000829906;0;
2,21382e-05;0,000830723;0;0,000830248;0;
2,21473e-05;0,000831065;0;0,000830589;0;
2,21564e-05;0,000831407;0;0,000830931;0;
2,21655e-05;0,000831749;0;0,000831273;0;
2,21747e-05;0,000832091;0;0,000831615;0;
2,21838e-05;0,000832434;0;0,000831957;0;
2,21929e-05;0,000832776;0;0,000832298;0;
2,2202e-05;0,000833118;0;0,00083264;0;
2,22111e-05;0,00083346;0;0,000832982;0;
2,22202e-05;0,000833802;0;0,000833324;0;
2,22293e-05;0,000834144;0;0,000833666;0;
2,22385e-05;0,000834486;0;0,000834007;0;
2,22476e-05;0,000834829;0;0,000834349;0;
2,22567e-05;0,000835171;0;0,000834691;0;
2,22658e-05;0,000835513;0;0,000835033;0;
2,22749e-05;0,000835855;0;0,000835375;0;
2,2284e-05;0,000836197;0;0,000835716;0;
2,22931e-05;0,000836539;0;0,000836058;0;
2,23023e-05;0,000836881;0;0,0008364;0;
2,23114e-05;0,000837223;0;0,000836742;0;
2,23205e-05;0,000837566;0;0,000837084;0;
2,23296e-05;0,000837908;0;0,000837426;0;
2,23387e-05;0,00083825;0;0,000837767;0;
2,23478e-05;0,000838592;0;0,000838109;0;
2,23569e-05;0,000838934;0;0,000838451;0;
2,23661e-05;0,000839276;0;0,000838793;0;
2,23752e-05;0,000839618;0;0,000839135;0;
2,23843e-05;0,000839961;0;0,000839476;0;
2,23934e-05;0,000840303;0;0,000839818;0;
2,24025e-05;0,000840645;0;0,00084016;0;
2,24116e-05;0,000840987;0;0,000840502;0;
2,24207e-05;0,000841329;0;0,000840844;0;
2,24299e-05;0,000841671;0;0,000841185;0;
2,2439e-05;0,000842013;0;0,000841527;0;
2,24481e-05;0,000842355;0;0,000841869;0;
2,24572e-05;0,000842698;0;0,000842211;0;
2,24663e-05;0,00084304;0;0,000842553;0;
2,24754e-05;0,000843382;0;0,000842894;0;
2,24845e-05;0,000843724;0;0,000843236;0;
2,24937e-05;0,000844066;0;0,000843578;0;
2,25028e-05;0,000844408;0;0,00084392;0;
2,25119e-05;0,00084475;0;0,000844262;0;
2,2521e-05;0,000845092;0;0,000844603;0;
2,25301e-05;0,000845435;0;0,000844945;0;
2,25392e-05;0,000845777;0;0,000845287;0;
2,25483e-05;0,000846119;0;0,000845629;0;
2,25575e-05;0,000846461;0;0,000845971;0;
2,25666e-05;0,000846803;0;0,000846312;0;
2,25757e-05;0,000847145;0;0,000846654;0;
2,25848e-05;0,000847487;0;0,000846996;0;
2,25939e-05;0,00084783;0;0,000847338;0;
2,2603e-05;0,000848172;0;0,00084768;0;
2,26121e-05;0,000848514;0;0,000848022;0;
2,26213e-05;0,000848856;0;0,000848363;0;
2,26304e-05;0,000849198;0;0,000848705;0;
2,26395e-05;0,00084954;0;0,000849047;0;
2,26486e-05;0,000849882;0;0,000849389;0;
2,26577e-05;0,000850224;0;0,000849731;0;
2,26668e-05;0,000850567;0;0,000850072;0;
2,26759e-05;0,000850909;0;0,000850414;0;
2,26851e-05;0,000851251;0;0,000850756;0;
2,26942e-05;0,000851593;0;0,000851098;0;
2,27033e-05;0,000851935;0;0,00085144;0;
2,27124e-05;0,000852277;0;0,000851781;0;
2,27215e-05;0,000852619;0;0,000852123;0;
2,27306e-05;0,000852961;0;0,000852465;0;
2,27397e-05;0,000853304;0;0,000852807;0;
2,27489e-05;0,000853646;0;0,000853149;0;
2,2758e-05;0,000853988;0;0,00085349;0;
2,27671e-05;0,00085433;0;0,000853832;0;
2,27762e-05;0,000854672;0;0,000854174;0;
2,27853e-05;0,000855014;0;0,000854516;0;
2,27944e-05;0,000855356;0;0,000854858;0;
2,28035e-05;0,000855699;0;0,000855199;0;
2,28127e-05;0,000856041;0;0,000855541;0;
2,28218e-05;0,000856383;0;0,000855883;0;
2,28309e-05;0,000856725;0;0,000856225;0;
2,284e-05;0,000857067;0;0,000856567;0;
2,28491e-05;0,000857409;0;0,000856908;0;
2,28582e-05;0,000857751;0;0,00085725;0;
2,28673e-05;0,000858093;0;0,000857592;0;
2,28764e-05;0,000858436;0;0,000857934;0;
2,28856e-05;0,000858778;0;0,000858276;0;
2,28947e-05;0,00085912;0;0,000858618;0;
2,29038e-05;0,000859462;0;0,000858959;0;
2,29129e-05;0,000859804;0;0,000859301;0;
2,2922e-05;0,000860146;0;0,000859643;0;
2,29311e-05;0,000860488;0;0,000859985;0;
2,29402e-05;0,00086083;0;0,000860327;0;
2,29494e-05;0,000861173;0;0,000860668;0;
2,29585e-05;0,000861515;0;0,00086101;0;
2,29676e-05;0,000861857;0;0,000861352;0;
2,29767e-05;0,000862199;0;0,000861694;0;
2,29858e-05;0,000862541;0;0,000862036;0;
2,29949e-05;0,000862883;0;0,000862377;0;
2,3004e-05;0,000863225;0;0,000862719;0;
2,30132e-05;0,000863568;0;0,000863061;0;
2,30223e-05;0,00086391;0;0,000863403;0;
2,30314e-05;0,000864252;0;0,000863745;0;
2,30405e-05;0,000864594;0;0,000864086;0;
2,30496e-05;0,000864936;0;0,000864428;0;
2,30587e-05;0,000865278;0;0,00086477;0;
2,30678e-05;0,00086562;0;0,000865112;0;
2,3077e-05;0,000865962;0;0,000865454;0;
2,30861e-05;0,000866305;0;0,000865795;0;
2,30952e-05;0,000866647;0;0,000866137;0;
2,31043e-05;0,000866989;0;0,000866479;0;
2,31134e-05;0,000867331;0;0,000866821;0;
2,31225e-05;0,000867673;0;0,000867163;0;
2,31316e-05;0,000868015;0;0,000867504;0;
2,31408e-05;0,000868357;0;0,000867846;0;
2,31499e-05;0,000868699;0;0,000868188;0;
2,3159e-05;0,000869042;0;0,00086853;0;
2,31681e-05;0,000869384;0;0,000868872;0;
2,31772e-05;0,000869726;0;0,000869214;0;
2,31863e-05;0,000870068;0;0,000869555;0;
2,31954e-05;0,00087041;0;0,000869897;0;
2,32046e-05;0,000870752;0;0,000870239;0;
2,32137e-05;0,000871094;0;0,000870581;0;
2,32228e-05;0,000871437;0;0,000870923;0;
2,32319e-05;0,000871779;0;0,000871264;0;
2,3241e-05;0,000872121;0;0,000871606;0;
2,32501e-05;0,000872463;0;0,000871948;0;
2,32592e-05;0,000872805;0;0,00087229;0;
2,32684e-05;0,000873147;0;0,000872632;0;
2,32775e-05;0,000873489;0;0,000872973;0;
2,32866e-05;0,000873831;0;0,000873315;0;
2,32957e-05;0,000874174;0;0,000873657;0;
2,33048e-05;0,000874516;0;0,000873999;0;
2,33139e-05;0,000874858;0;0,000874341;0;
2,3323e-05;0,0008752;0;0,000874682;0;
2,33322e-05;0,000875542;0;0,000875024;0;
2,33413e-05;0,000875884;0;0,000875366;0;
2,33504e-05;0,000876226;0;0,000875708;0;
2,33595e-05;0,000876568;0;0,00087605;0;
2,33686e-05;0,000876911;0;0,000876391;0;
2,33777e-05;0,000877253;0;0,000876733;0;
2,33868e-05;0,000877595;0;0,000877075;0;
2,3396e-05;0,000877937;0;0,000877417;0;
2,34051e-05;0,000878279;0;0,000877759;0;
2,34142e-05;0,000878621;0;0,0008781;0;
2,34233e-05;0,000878963;0;0,000878442;0;
2,34324e-05;0,000879306;0;0,000878784;0;
2,34415e-05;0,000879648;0;0,000879126;0;
2,34506e-05;0,00087999;0;0,000879468;0;
2,34598e-05;0,000880332;0;0,000879809;0;
2,34689e-05;0,000880674;0;0,000880151;0;
2,3478e-05;0,000881016;0;0,000880493;0;
2,34871e-05;0,000881358;0;0,000880835;0;
2,34962e-05;0,0008817;0;0,000881177;0;
2,35053e-05;0,000882043;0;0,000881519;0;
2,35144e-05;0,000882385;0;0,00088186;0;
2,35236e-05;0,000882727;0;0,000882202;0;
2,35327e-05;0,000883069;0;0,000882544;0;
2,35418e-05;0,000883411;0;0,000882886;0;
2,35509e-05;0,000883753;0;0,000883228;0;
2,356e-05;0,000884095;0;0,000883569;0;
2,35691e-05;0,000884437;0;0,000883911;0;
2,35782e-05;0,00088478;0;0,000884253;0;
2,35874e-05;0,000885122;0;0,000884595;0;
2,35965e-05;0,000885464;0;0,000884937;0;
2,36056e-05;0,000885806;0;0,000885278;0;
2,36147e-05;0,000886148;0;0,00088562;0;
2,36238e-05;0,00088649;0;0,000885962;0;
2,36329e-05;0,000886832;0;0,000886304;0;
2,3642e-05;0,000887175;0;0,000886646;0;
2,36512e-05;0,000887517;0;0,000886987;0;
2,36603e-05;0,000887859;0;0,000887329;0;
2,36694e-05;0,000888201;0;0,000887671;0;
2,36785e-05;0,000888543;0;0,000888013;0;
2,36876e-05;0,000888885;0;0,000888355;0;
2,36967e-05;0,000889227;0;0,000888696;0;
2,37058e-05;0,000889569;0;0,000889038;0;
2,37149e-05;0,000889912;0;0,00088938;0;
2,37241e-05;0,000890254;0;0,000889722;0;
2,37332e-05;0,000890596;0;0,000890064;0;
2,37423e-05;0,000890938;0;0,000890405;0;
2,37514e-05;0,00089128;0;0,000890747;0;
2,37605e-05;0,000891622;0;0,000891089;0;
2,37696e-05;0,000891964;0;0,000891431;0;
2,37787e-05;0,000892306;0;0,000891773;0;
2,37879e-05;0,000892649;0;0,000892115;0;
2,3797e-05;0,000892991;0;0,000892456;0;
2,38061e-05;0,000893333;0;0,000892798;0;
2,38152e-05;0,000893675;0;0,00089314;0;
2,38243e-05;0,000894017;0;0,000893482;0;
2,38334e-05;0,000894359;0;0,000893824;0;
2,38425e-05;0,000894701;0;0,000894165;0;
2,38517e-05;0,000895044;0;0,000894507;0;
2,38608e-05;0,000895386;0;0,000894849;0;
2,38699e-05;0,000895728;0;0,000895191;0;
2,3879e-05;0,00089607;0;0,000895533;0;
2,38881e-05;0,000896412;0;0,000895874;0;
2,38972e-05;0,000896754;0;0,000896216;0;
2,39063e-05;0,000897096;0;0,000896558;0;
2,39155e-05;0,000897438;0;0,0008969;0;
2,39246e-05;0,000897781;0;0,000897242;0;
2,39337e-05;0,000898123;0;0,000897583;0;
2,39428e-05;0,000898465;0;0,000897925;0;
2,39519e-05;0,000898807;0;0,000898267;0;
2,3961e-05;0,000899149;0;0,000898609;0;
2,39701e-05;0,000899491;0;0,000898951;0;
2,39793e-05;0,000899833;0;0,000899292;0;
2,39884e-05;0,000900175;0;0,000899634;0;
2,39975e-05;0,000900518;0;0,000899976;0;
2,40066e-05;0,00090086;0;0,000900318;0;
2,40157e-05;0,000901202;0;0,00090066;0;
2,40248e-05;0,000901544;0;0,000901001;0;
2,40339e-05;0,000901886;0;0,000901343;0;
2,40431e-05;0,000902228;0;0,000901685;0;
2,40522e-05;0,00090257;0;0,000902027;0;
2,40613e-05;0,000902913;0;0,000902369;0;
2,40704e-05;0,000903255;0;0,000902711;0;
2,40795e-05;0,000903597;0;0,000903052;0;
2,40886e-05;0,000903939;0;0,000903394;0;
2,40977e-05;0,000904281;0;0,000903736;0;
2,41069e-05;0,000904623;0;0,000904078;0;
2,4116e-05;0,000904965;0;0,00090442;0;
2,41251e-05;0,000905307;0;0,000904761;0;
2,41342e-05;0,00090565;0;0,000905103;0;
2,41433e-05;0,000905992;0;0,000905445;0;
2,41524e-05;0,000906334;0;0,000905787;0;
2,41615e-05;0,000906676;0;0,000906129;0;
2,41707e-05;0,000907018;0;0,00090647;0;
2,41798e-05;0,00090736;0;0,000906812;0;
2,41889e-05;0,000907702;0;0,000907154;0;
2,4198e-05;0,000908045;0;0,000907496;0;
2,42071e-05;0,000908387;0;0,000907838;0;
2,42162e-05;0,000908729;0;0,000908179;0;
2,42253e-05;0,000909071;0;0,000908521;0;
2,42345e-05;0,000909413;0;0,000908863;0;
2,42436e-05;0,000909755;0;0,000909205;0;
2,42527e-05;0,000910097;0;0,000909547;0;
2,42618e-05;0,000910439;0;0,000909888;0;
2,42709e-05;0,000910782;0;0,00091023;0;
2,428e-05;0,000911124;0;0,000910572;0;
2,42891e-05;0,000911466;0;0,000910914;0;
2,42983e-05;0,000911808;0;0,000911256;0;
2,43074e-05;0,00091215;0;0,000911597;0;
2,43165e-05;0,000912492;0;0,000911939;0;
2,43256e-05;0,000912834;0;0,000912281;0;
2,43347e-05;0,000913176;0;0,000912623;0;
2,43438e-05;0,000913519;0;0,000912965;0;
2,43529e-05;0,000913861;0;0,000913307;0;
2,43621e-05;0,000914203;0;0,000913648;0;
2,43712e-05;0,000914545;0;0,00091399;0;
2,43803e-05;0,000914887;0;0,000914332;0;
2,43894e-05;0,000915229;0;0,000914674;0;
2,43985e-05;0,000915571;0;0,000915016;0;
2,44076e-05;0,000915914;0;0,000915357;0;
2,44167e-05;0,000916256;0;0,000915699;0;
2,44259e-05;0,000916598;0;0,000916041;0;
2,4435e-05;0,00091694;0;0,000916383;0;
2,44441e-05;0,000917282;0;0,000916725;0;
2,44532e-05;0,000917624;0;0,000917066;0;
2,44623e-05;0,000917966;0;0,000917408;0;
2,44714e-05;0,000918308;0;0,00091775;0;
2,44805e-05;0,000918651;0;0,000918092;0;
2,44896e-05;0,000918993;0;0,000918434;0;
2,44988e-05;0,000919335;0;0,000918775;0;
2,45079e-05;0,000919677;0;0,000919117;0;
2,4517e-05;0,000920019;0;0,000919459;0;
2,45261e-05;0,000920361;0;0,000919801;0;
2,45352e-05;0,000920703;0;0,000920143;0;
2,45443e-05;0,000921045;0;0,000920484;0;
2,45534e-05;0,000921388;0;0,000920826;0;
2,45626e-05;0,00092173;0;0,000921168;0;
2,45717e-05;0,000922072;0;0,00092151;0;
2,45808e-05;0,000922414;0;0,000921852;0;
2,45899e-05;0,000922756;0;0,000922193;0;
2,4599e-05;0,000923098;0;0,000922535;0;
2,46081e-05;0,00092344;0;0,000922877;0;
2,46172e-05;0,000923783;0;0,000923219;0;
2,46264e-05;0,000924125;0;0,000923561;0;
2,46355e-05;0,000924467;0;0,000923903;0;
2,46446e-05;0,000924809;0;0,000924244;0;
2,46537e-05;0,000925151;0;0,000924586;0;
2,46628e-05;0,000925493;0;0,000924928;0;
2,46719e-05;0,000925835;0;0,00092527;0;
2,4681e-05;0,000926177;0;0,000925612;0;
2,46902e-05;0,00092652;0;0,000925953;0;
2,46993e-05;0,000926862;0;0,000926295;0;
2,47084e-05;0,000927204;0;0,000926637;0;
2,47175e-05;0,000927546;0;0,000926979;0;
2,47266e-05;0,000927888;0;0,000927321;0;
2,47357e-05;0,00092823;0;0,000927662;0;
2,47448e-05;0,000928572;0;0,000928004;0;
2,4754e-05;0,000928914;0;0,000928346;0;
2,47631e-05;0,000929257;0;0,000928688;0;
2,47722e-05;0,000929599;0;0,00092903;0;
2,47813e-05;0,000929941;0;0,000929371;0;
2,47904e-05;0,000930283;0;0,000929713;0;
2,47995e-05;0,000930625;0;0,000930055;0;
2,48086e-05;0,000930967;0;0,000930397;0;
2,48178e-05;0,000931309;0;0,000930739;0;
2,48269e-05;0,000931652;0;0,00093108;0;
2,4836e-05;0,000931994;0;0,000931422;0;
2,48451e-05;0,000932336;0;0,000931764;0;
2,48542e-05;0,000932678;0;0,000932106;0;
2,48633e-05;0,00093302;0;0,000932448;0;
2,48724e-05;0,000933362;0;0,000932789;0;
2,48816e-05;0,000933704;0;0,000933131;0;
2,48907e-05;0,000934046;0;0,000933473;0;
2,48998e-05;0,000934389;0;0,000933815;0;
2,49089e-05;0,000934731;0;0,000934157;0;
2,4918e-05;0,000935073;0;0,000934499;0;
2,49271e-05;0,000935415;0;0,00093484;0;
2,49362e-05;0,000935757;0;0,000935182;0;
2,49454e-05;0,000936099;0;0,000935524;0;
2,49545e-05;0,000936441;0;0,000935866;0;
2,49636e-05;0,000936783;0;0,000936208;0;
2,49727e-05;0,000937126;0;0,000936549;0;
2,49818e-05;0,000937468;0;0,000936891;0;
2,49909e-05;0,00093781;0;0,000937233;0;
2,5e-05;0,000938152;0;0,000937575;0;
2,50092e-05;0,000938494;0;0,000937917;0;
2,50183e-05;0,000938836;0;0,000938258;0;
2,50274e-05;0,000939178;0;0,0009386;0;
2,50365e-05;0,000939521;0;0,000938942;0;
2,50456e-05;0,000939863;0;0,000939284;0;
2,50547e-05;0,000940205;0;0,000939626;0;
2,50638e-05;0,000940547;0;0,000939967;0;
2,5073e-05;0,000940889;0;0,000940309;0;
2,50821e-05;0,000941231;0;0,000940651;0;
2,50912e-05;0,000941573;0;0,000940993;0;
2,51003e-05;0,000941915;0;0,000941335;0;
2,51094e-05;0,000942258;0;0,000941676;0;
2,51185e-05;0,0009426;0;0,000942018;0;
2,51276e-05;0,000942942;0;0,00094236;0;
2,51368e-05;0,000943284;0;0,000942702;0;
2,51459e-05;0,000943626;0;0,000943044;0;
2,5155e-05;0,000943968;0;0,000943385;0;
2,51641e-05;0,00094431;0;0,000943727;0;
2,51732e-05;0,000944652;0;0,000944069;0;
2,51823e-05;0,000944995;0;0,000944411;0;
2,51914e-05;0,000945337;0;0,000944753;0;
2,52006e-05;0,000945679;0;0,000945095;0;
2,52097e-05;0,000946021;0;0,000945436;0;
2,52188e-05;0,000946363;0;0,000945778;0;
2,52279e-05;0,000946705;0;0,00094612;0;
2,5237e-05;0,000947047;0;0,000946462;0;
2,52461e-05;0,00094739;0;0,000946804;0;
2,52552e-05;0,000947732;0;0,000947145;0;
2,52644e-05;0,000948074;0;0,000947487;0;
2,52735e-05;0,000948416;0;0,000947829;0;
2,52826e-05;0,000948758;0;0,000948171;0;
2,52917e-05;0,0009491;0;0,000948513;0;
2,53008e-05;0,000949442;0;0,000948854;0;
2,53099e-05;0,000949784;0;0,000949196;0;
2,5319e-05;0,000950127;0;0,000949538;0;
2,53281e-05;0,000950469;0;0,00094988;0;
2,53373e-05;0,000950811;0;0,000950222;0;
2,53464e-05;0,000951153;0;0,000950563;0;
2,53555e-05;0,000951495;0;0,000950905;0;
2,53646e-05;0,000951837;0;0,000951247;0;
2,53737e-05;0,000952179;0;0,000951589;0;
2,53828e-05;0,000952521;0;0,000951931;0;
2,53919e-05;0,000952864;0;0,000952272;0;
2,54011e-05;0,000953206;0;0,000952614;0;
2,54102e-05;0,000953548;0;0,000952956;0;
